RKH;Kirchheim (Weinstr);Kirchheim (Wstr);Bf
RKHA;Karlsruhe-Hagsfeld;Karlsr-Hagsfeld;Bf
RKHAM;Karlsruhe Hammweg;Kar Hammweg;NE-Hp
RKHAR;Karlsruhe Hardecksiedlung;Kar Hardecksdlng;NE-Hp
RKHB;Karlsruhe Haus Bethlehem;Kar Haus Bethleh;NE-Bf
RKHDH;Karlsruhe Heidehof;Kar Heidehof;NE-Hp
RKHE;Karlsruhe Hafen E-Werk;E-Werk Kar Hafen;NE-Anst
RKHF;Karlsruhe Hafen;Karlsruhe Hafen;Bf
RKHFB;Karlsruhe Hagsfeld Bahnhof;Kar Hagsfeld Bf;NE-Hp
RKHFR;Karlsruhe Hauptfriedhof (Tullastraße);Kar Hfriedhof T;NE-Hp
RKHFS;Karlsruhe Hagsfeld Süd;Kar Hagsfeld Süd;NE-Hp
RKHH;Karlsruhe Hafen Heizkraftwerk West;Ka Heizkraftwerk;NE-Awanst
RKHN;Karlsruhe Rheinhafen;Kar Rheinhafen;NE-Hp
RKHS;Königschaffhausen;Königschaffhaus.;NE-Bf
RKHTW;Karlsruhe Hirtenweg/Technologiepark;Kar Hirtenweg/TP;NE-Bf
RKHU;Karlsruhe Hübschstraße;Kar Hübschstr;NE-Hp
RKHV;Karlsruhe Hafen KVVH;Kar Hafen KVVH;NE-Bf
RKID;Karlsruhe-Knielingen Endstation;Knielingen Endst;NE-Bf
RKIE;Karlsruhe-Knielingen Raffinerien Esso;Kar-Kniel Esso;Anst
RKIH;Karlsruhe Herweghstraße;Kar Herweghstr;NE-Hp
RKIN;Karlsruhe-Knielingen;Kar-Knielingen;Bf
RKIO;Karlsruhe-Knielingen Raff MIRO I/II;Kar-Kniel OMW;Anst
RKIS;Karlsruhe Knielingen Siemens;Ka Kniel Siemens;NE-Hp
RKIT;Karlsruhe KIT Campus Nord;Kar KIT Campus N;NE-Hp
RKJAE;Karlsruhe Jägerhaus;Kar Jägerhaus;NE-Bf
RKJES;Karlsruhe Jenaer Straße;Kar Jenaer str;NE-Hp
RKKAK;Karlsruhe Kunstakademie/Hochschule;Kar Kunstakad/HS;NE-Hp
RKKAR;Karlsruhe Karlstor/BGH (Karlstraße);Kar Karlstor Ka;NE-Hp
RKKDS;Karlsruhe Karl-Delisle-Straße;Kar K Delisle-st;NE-Hp
RKKIL;Karlsruhe KIllisfeldstraße;Kar Killisfeldst;NE-Hp
RKKK;Karlsruhe Kühler Krug;Kar Kühler Krug;NE-Hp
RKKN;Knielinger Allee/Städtisches Klinikum;Kar Kniel Allee;NE-Hp
RKKNO;Karlsruhe Knielingen Nord;Kar Knielingen N;NE-Bf
RKKP;Karlsruhe Kolpingplatz;Kar Kolpingplatz;NE-Hp
RKKPW;Karlsruhe Kaiserplatz (Wende);Kar Kaiserpl (W);NE-Bf
RKKS;Karlsruhe Kurt-Schuhmacher Straße;Kar Kurt-Schuh;NE-Hp
RKKT;Karlsruhe Karlstor/BHG (Kriegsstraße);Kar Karlstor (K);NE-Hp
RKKWS;Karlsruhe Karl-Weysser-Straße;Kar K-Weysser-st;NE-Hp
RKKZ;Karlsruhe Konzerthaus;Kar Konzerth;NE-Hp Abzw
RKL;Kehl;Kehl;Bf
RKLA;Karlsruhe Landesbausparkasse;Kar Landesbausp;NE-Hp
RKLE;Karlsruhe Lessingstraße;Kar Lessingstr;NE-Hp
RKLIH;Karlsruhe Lilienthalstraße;Kar Lilienthalst;NE-Hp
RKLS;Klengen Scholz;Scholz;Awanst
RKMA;Karlsruhe Marktplatz (Pyramide);Kar Marktpl Pyr;NE-Bf
RKMAA;Karlsruhe Marktplatz Abzw;Kar Marktpl Abzw;NE-Bft
RKMAK;Karlsruhe Marktplatz (Kaiserstraße);Kar Marktpl Kais;NE-Bft
RKMAP;Karlsruhe Marktplatz (Pyramide U);Kar Marktpl (Py);NE-Hp
RKMAU;Karlsruhe Marktplatz (Kaiserstraße U);Kar Marktpl (Ka);NE-Hp
RKMAW;Karlsruhe Mauerweg;Kar Mauerweg;NE-Hp
RKME;Karlsruhe Ettlinger Tor/Staatstheater (U;Ka Ettlinger Tor;NE-Hp
RKMEK;Karlsruhe Ettlinger Tor (Kriegsstraße);Kar Ettl Tor (K);NE-Hp
RKMF;Karlsruhe Mühlburger Feld;Kar Mühlb Feld;NE-Hp
RKMH;Karlsruhe Herrenstraße;Kar Herrenstraße;NE-Hp
RKMK;Karlsruhe Kongresszentrum;Ka Kongresszentr;NE-Hp
RKMS;Karlsruhe Schillerstraße (Kaiserallee);Ka Schiller Kais;NE-Hp
RKMT;Karlsruhe Mühlburger Tor;Kar Mühlburger T;NE-Hp
RKMTG;Karlsruhe Mühlburger Tor (Grashofstraße);Kar Mühl.Tor (G);NE-Hp
RKMTY;Karlsruhe Mathystraße (Karlstraße);Kar Mathystr K;NE-Hp
RKMW;Karlsruhe-Mühlburg West;Ka-Mühlburg West;NE-Hp
RKMY;Karlsruhe Yorckstraße;Ka Yorckstraße;NE-Hp
RKMYW;Karlsruhe Mathystraße (Mathystraße);Kar Mathystr M;NE-Hp
RKN;Kenzingen;Kenzingen;Bf
RKN N;Kenzingen Nord;Kenzingen Nord;Bft
RKNE;Karlsruhe-Neureut;Ka-Neureut;NE-Bf
RKNEA;Karlsruhe Adolf-Ehrmann-Bad;Ka Adolf-E-Bad;NE-Hp
RKNEB;Karlsruhe-Neureut Bärenweg;Ka-Neureut Bärwg;NE-Hp
RKNEK;Karlsruhe-Neureut Kirchfeld;Ka-Neureut Kirch;NE-Hp
RKNEW;Karlsruhe-Neureut Welschneureuter Straße;Ka-Neureut Wel;NE-Hp
RKNRH;Karlsruhe Neureut-Heide;Kar Neureut-Heid;NE-Bf
RKNUS;Karlsruhe Nussbaumweg;Kar Nussbaumweg;NE-Hp
RKO;Konstanz;Konstanz;Bf
RKOMS;Karlsruhe Ostmarkstraße;Kar Ostmarkstr;NE-Hp
RKOP;Konstanz-Petershausen;Ko-Petershausen;Bf
RKOR;Kork;Kork;Bf
RKORS;Karlsruhe Osteroder Straße;Kar Osteroder st;NE-Hp
RKORZ;KA-Oberreut Zentrum;KA-Oberreut Z;NE-Hp
RKOSS;Karlsruhe Otto-Sachs-Straße;Kar O-Sachs-str;NE-Hp
RKOX;Karlsruhe Ostendstraße;Kar Ostendstr;NE-Hp
RKPH;Karlsruhe Philipp-Reis-Straße;Kar Philipp-Reis;NE-Hp
RKPIO;Karlsruhe Pionierstraße;Kar Pionierstr;NE-Hp
RKPO;Kappelrodeck Ost;Kappelrodeck Ost;NE-Hp
RKPP;Kappelrodeck;Kappelrodeck;NE-Bf
RKR;Karlsruhe Gbf;Karlsruhe Gbf;Bf
RKRA;Karlsruhe Rheinbrücke AVG;Kar Rheinbr AVG;NE-Bft
RKRAP;Karlsruhe Rappenwört;Kar Rappenwört;NE-Hp
RKREI;Karlsruhe Reitschulschlag;Kar Reitschulsch;NE-Hp
RKRH;Karlsruhe Rheinbrücke;Karlsr Rheinbr;Bf
RKRHS;Karlsruhe Rheinhafenstraße;Kar Rheinhafenst;NE-Hp
RKRM;Kar Gbf Anschl Betriebshof Maybachstraße;Kar Maybachstr;NE-Anst
RKRR;Karlsruhe Rheinbrücke Raffinerien;Kar Rheinbr Raff;NE-Bft
RKRS;Krauchenwies;Krauchenwies;NE-Bf
RKRT;Karlsruhe Rüppurrer Tor (Rüppurrer Str);Kar Rüpp Tor (R);NE-Hp
RKRTK;Karlsruhe Rüppurrer Tor (Kriegsstraße);Kar Rüpp Tor (K);NE-Hp
RKSE;Karlsruhe Europaplatz Straßenbahnabzweig;Karlsr Europapl;NE-Hp
RKSEK;Karlsruhe Europapl/PostGal (Karlstr);Ka Europapl Karl;NE-Hp
RKSEP;Karlsruhe Europapl/PostGal (Kaiserstr);Ka Europapl Kais;NE-Hp
RKSEW;Karlsruhe Kaiserstraße West;Kar Kaiser W;NE-Hp
RKSG;Karlsruhe Schloss Gottesaue;Kar Schloss Go;NE-Hp
RKSHE;Karlsruhe Sinsheimer Straße;Kar Sinsheimer s;NE-Hp
RKSIA;Karlsruhe Siemensallee;Kar Siemensallee;NE-Hp
RKSK;Karlsruhe Moltkestraße/Städt Klinikum;Kar Moltkestr;NE-Hp
RKSL;Karlsruhe Lameyplatz;Kar Lameyplatz;NE-Hp
RKSLP;Karlsruhe Schlossplatz;Kar Schlossplatz;NE-Hp
RKSLW;Karlsruhe Schlesier Str West;Kar SchlesierS W;NE-Hp
RKSO;Karlsruhe Sophienstraße;Kar Sophienstr;NE-Hp
RKSR;Karlsruhe Rheinbergstraße;Kar Rheinbergstr;NE-Hp
RKSS;Karlsruhe Starckstraße;Kar Starckstraße;NE-Hp
RKSTE;Karlsruhe Steiermärker Str;Kar Strmärker St;NE-Hp
RKSTW;Karlsruhe Stadtwerke;Kar Stadtwerke;NE-Hp
RKSUD;Karlsruhe Sudetenstraße;Kar Sudetenstr;NE-Hp
RKSYG;Karlsruhe Synagoge;Kar Synagoge;NE-Hp
RKT;Kraichtal;Kraichtal;Bf
RKTI;Karlsruhe Tivoli;Kar Tivoli;NE-Hp
RKTMS;Karlsruhe Thomas-Mann-Straße;Kar T-Mann-str;NE-Hp
RKTU;Karlsruhe Tullastraße (Durlacher Allee);Kar Tullastr (D);NE-Hp
RKTUT;Karlsruhe Tullastraße (Tullastraße);Kar Tullastr (T);NE-Hp
RKUL;Bad Herrenalb Kullenmühle;Kullenm (H-alb);NE-Hp
RKUW;Karlsruhe Unterwerk;Karlsruhe Unterw;Awanst
RKV;Karlsruhe Hbf Bahnhofsvor;Kar.Hbf Bfsvorpl;NE-Hp
RKVW;Karlsruhe Volkswohnung;Kar Volkswohnung;NE-Hp
RKW;Karlsruhe West;Karlsruhe West;Bf
RKWAI;Karlsruhe Waidweg;Kar Waidweg;NE-Hp
RKWE;Karlsruhe Werderstraße;Kar Werderstr;NE-Hp
RKWLS;Karlsruhe Wilhelm-Leuschner-Str;Kar W-Leuschne-S;NE-Hp
RKWN;Karlsruhe Welfenstraße;Kar Welfenstr;NE-Hp
RKWO;Karlsruhe Wolfartsweierer Straße;Kar Wolfartsw;NE-Hp
RKWP;Karlsruhe Weinbrennerplatz;Kar Weinbr;NE-Bf
RKWPG;Karlsruhe Weinbrennerplatz (Gartenstraße;Kar Weinbr (G);NE-Hp
RKWPK;Karlsruhe Weinbrennerplatz (Kriegsstraße;Kar Weinbr (K);NE-Hp
RKWPL;Karlsruhe Weinbrennerplatz (LBS);Kar Weinbr (L);NE-Hp
RKWPS;Karlsruhe Weinbrennerplatz (Schillerstr);Kar Weinbr (S);NE-Hp
RKWSZ;KA-Waldstadt Zentrum;KA-Waldstadt Z;NE-Hp
RKWWN;KA-Wolfartsweier Nord;KA-Wolfartswei N;NE-Bf
RKZ;Kirchzarten;Kirchzarten;Bf
RKZK;Karlsruhe ZKM;Kar ZKM;NE-Hp
RKZUE;Karlsruhe Zündhütle;Kar Zündhütle;NE-Hp
RL;Ludwigshafen (Rhein) Hbf;Ludwigsh(Rh)Hbf;Bf
RL G;Ludwigshafen (Rhein) Gbf;Ludwigsh(Rh)Gbf;Bft
RL K;Ludwigshafen (Rhein) T51/52/53;Lu(Rh) T51/52/53;Bft
RL N;Ludwigshafen (Rhein) Überleitung Nord;Ludwigsh.(Rh)Ü.N;Bft
RL P;Ludwigshafen Berliner Platz;Lu(Rh)Berl Platz;NE-Hp
RL S;Ludwigshafen (Rhein) Überleitung Süd;Ludwigsh.(Rh)ÜbS;Bft
RL T;Ludwigshafen (Rhein) Hbf tief;Ludwh(R)Hbf tief;Bft
RL V;Ludwigshafen-Glan Vögele;Glan Vögele;Bft
RLA;Landau (Pfalz) Hbf;Landau(Pfalz)Hbf;Bf
RLAU;Lauchringen;Lauchringen;Bf
RLB;Ludwigshafen (Rhein) BASF;Lu BASF;NE-Bf
RLB G;Ludwigshafen (Rhein) BASF Gbf;Lu BASF Gbf;NE-Bft
RLB U;Ludwigshafen (Rhein) BASF Ubf;Lu BASF Ubf;NE-Bft
RLB W;Ludwigshafen (Rhein) BASF Werksgrenze N;Lu BASF Werksg N;NE-Bft
RLBB;Langensteinbach St Barbara;Langensteinbach;NE-Hp
RLBM;Ludwigshafen (Rhein) BASF Pbf Mitte;Lu BASF Pbf M;NE-Bft
RLBN;Ludwigshafen (Rhein) BASF Pbf Nord;Lu BASF Pbf N;NE-Bft
RLBP;Lambrecht (Pfalz);Lambrecht(Pfalz);Bf
RLBS;Ludwigshafen (Rhein) BASF Pbf Süd;Lu BASF Pbf S;NE-Bft
RLBST;Ludwigshafen (Rhein) BASF Suedtor;Lu BASF Suedtor;NE-Bft
RLD;Ladenburg;Ladenburg;Bf
RLEN;Leopoldshafen Nord;Leopoldshfn Nord;NE-Bf
RLEO;Leopoldshafen Leopoldstraße;Leopoldshf L-str;NE-Bf
RLEOF;Leopoldshafen Frankfurter Straße;Leo Frankf Str;NE-Hp
RLEU;Leutershausen (Baden);Leutershs./Baden;NE-Bf
RLEV;Leopoldshafen Viermorgen;Leo Viermorgen;NE-Hp
RLGN;Löffingen;Löffingen;Bf
RLHR;Ludwigshafen (Rhein) RHB;Ludwigs.(Rh) RHB;NE-Bf
RLIA;Limburgerhof Abzw;Limburghof Abzw;Abzw
RLIN;Linkenheim-Hochstetten;Linkenheim;NE-Bf
RLINF;Linkenheim Friedrichstraße;Li Friedrichstr;NE-Hp
RLING;Linkenheim Rathaus;Linkenheim Rath;NE-Hp
RLINS;Linkenheim Süd;Li Süd;NE-Hp
RLINZ;Linkenheim Schulzentrum;Li Schulzentrum;NE-Hp
RLO;Ludwigshafen-Oggersheim;Ludwigs.Oggersh.;Bf
RLOP;Ludwigshafen-Oppau;Ludwigshf-Oppau;NE-Hp
RLOR;Ludwigshafen-Oggersheim RHB;Ludw Oggersh RHB;NE-Bf
RLR;Lörrach Hbf;Lörrach Hbf;Bf
RLR G;Lörrach Gbf;Lörrach Gbf;Bft
RLRS;Lörrach Museum/Burghof;Lö Museum/Burgh;Bft
RLRU;Ludwigshafen-Ruchheim;L.hafen-Ruchheim;NE-Bf
RLRW;Lörrach-Schwarzwaldstraße;Lörr-Schwarzwald;Bft
RLS;Leutersberg;Leutersberg;Abzw
RLSB;Langensteinbach;Langensteinbach;NE-Bf
RLSBS;Langensteinbach Schießhüttenäcker;Langensteinb S;NE-Hp
RLSS;Langensteinbach Erholungsheim;Langensteinb.Er.;NE-Hp
RLST;Lörrach-Stetten;Lörrach-Stetten;Bft
RLSW;Lahr (Schwarzw);Lahr (Schwarzw);Bf
RLU;Ludwigshafen (Bodensee);Ludwigshf/Bodens;Bf
RLUM;Ludwigshafen-Mundenheim;Lu-Mundenheim;Bft
RLUR;Ludwigshafen-Rheingönheim;Lu-Rheingönheim;Bft
RLZO;Lützelsachsen Ort;Lützelsachsen O.;NE-Bf
RM;Mannheim Hbf;Mannheim Hbf;Bf
RM O;Mannheim Hbf Ost;Mannheim Hbf Ost;Bft
RMA;Mannheim-Rheinau;Mannheim-Rheinau;Bf
RMAD;Markdorf (Baden);Markdorf (Baden);Bf
RMAS;Mannheim-Sandhofen;Mannh.-Sandhofen;NE-Bf
RMBC;Mörsch Bach West;Mörsch Bach West;NE-Hp
RMBN;Mannheim Oberrhein Eisenbahn;Mannh.Oberrh.Ei.;NE-Bf
RMCH;Mußbach;Mußbach;Bf
RMDR;Maxdorf;Maxdorf;NE-Bf
RMDS;Maxdorf Süd;Maxdorf Süd;NE-Bf
RMEN;Menningen-Leitishofen;Menningen-Leitih;NE-Hp
RMF;Neu-Edingen/Mhm-Friedrichsfeld;N-Edingen/F-feld;Bf
RMFE;Mannheim-Friedrichsfeld Südeinf/Ausf;M-Fr Südein/Ausf;Bft Abzw
RMG;Mannheim Hgbf;Mannheim Hgbf;Bf
RMGD;Mannheim Hgbf DUSS;Mannhm Hgbf DUSS;Bft
RMHA;Mörsch Am Hang;Mörsch Am Hang;NE-Hp
RMHB;Mannheim RHB;Mannheim RHB;NE-Bf
RMI;Mühlingen-Zoznegg;Mühlingen-Zoegg;NE-Hp
RMIH;Mannheim Industriehafen;Mannh Indus-hf;Bft
RMK;Meckesheim;Meckesheim;Bf
RMKB;Mannheim Kurpfalzbrücke;Mannh.Kurpfalzb.;NE-Bf
RMKL;Mannheim-Käfertal;Mannh-Käfertal;Bf
RMKO;Mannheim-Käfertal Oberrhein Eisenbahn;Mannh.-K.O-rh.E.;NE-Bf
RML;Müllheim im Markgräflerland;Müllheim i. M.;Bf
RML N;Müllheim i. M. Nord;Müllheim Nord;Bft
RMME;Mörsch Merkurstraße;Mörsch Merkurstr;NE-Hp
RMNA;Mörsch Narzissenstraße;Mör Narzissenstr;NE-Hp
RMNN;Mannheim-Neuostheim;Mannh.Neuostheim;NE-Bf
RMO;Mosbach (Baden);Mosbach (Baden);Bf
RMOO;Moos;Moos;NE-Bf
RMR;Mannheim Rbf;Mannheim Rbf;Bf
RMR A;Mannheim Rbf-SAP-Arena/Maimarkt;Mhm Maimarkt Bft;Bft
RMR D;Mannheim Rbf Gr D;Mannh Rbf Gr D;Bft
RMR E;Mannheim Rbf Gr E Süd;Mannh Rbf Gr E;Bft
RMR G;Mannheim Rbf Gr G;Mannh Rbf Gr G;Bft
RMR K;Mannheim Rbf Gr K/Kn;Mannh Rbf Gr K;Bft
RMR M;Mannheim Rbf Gr M;Mannh Rbf Gr M;Bft
RMR N;Mannheim Rbf Gr N;Mannh Rbf Gr N;Bft
RMR S;Mannheim Rbf Nord-/Suedeinfahrt;Ma Rbf N-/S-einf;Bft
RMR W;Mannheim Rbf Westeinfahrt;Ma Rbf Westeinf;Bft
RMRB;Mörsch Rösselsbrünnle;Mörsch R.brünnle;NE-Hp
RMRH;Mörsch Rheinaustraße;Mörsch Rheinaust;NE-Hp
RMRO;Mörsch Römerstraße;Mörsch Römerstr;NE-Hp
RMSN;Mannheim-Seckenheim Bahnhof;Mannh-Seckenh.Bf;NE-Bf
RMSS;Meßkirch;Meßkirch;NE-Hp
RMSZ;Mannheim-Sandhofen Zellstoff;Mannh.Sand.Zell.;NE-Bf
RMU;Muggensturm;Muggensturm;Bf
RMU B;Muggensturm Badesee;Muggensturm Bad;Bft
RMUG;Murg Gbf;Murg Gbf;Bf
RMUW;Mannheim Unterwerk;Mannheim Unterw;Awanst
RMW;Mannheim-Waldhof;Mannheim-Waldhof;Bf
RMW G;Mannheim-Waldhof Gbf;Mannh.Waldh. Gbf;Bft
RMWT;Mannheim-Wallstadt;Mannh.-Wallstadt;NE-Bf
RMX;Marxzell;Marxzell;NE-Bf
RMZ;Philippsburg Molzau;Molzau;Abzw
RMZH;Münzesheim;Münzesheim;NE-Bf
RMZN;Menzingen (Baden);Menzingen(Baden);NE-Bf
RMZO;Münzesheim Ost;Münzesheim Ost;NE-Hp Anst
RN;Neustadt (Weinstr) Hbf;Neustadt (W) Hbf;Bf
RN A;Neustadt (Weinstr) Rgd Gra;Neust.(W)Rgd Gra;Bft
RN O;Neustadt (Weinstr) Ülp Ost;Neust(W) Ülp Ost;Bft
RNBG;Neuenburg (Baden);Neuenburg/Baden;Bf
RNBGG;Neuenburg (Baden) Gbf;Neuenburg Gbf;Bft
RNBH;Neckarbischofsheim Helmhof;Neckarb.Helmhof;NE-Hp
RNBO;Neustadt (Weinstr)-Böbig;Neust(W)-Böbig;Bft
RNEO;Neuoffstein;Neuoffstein;Bft
RNEZ;Neckarzimmern;Neckarzimmern;Bf
RNHF;Neckarbischofsheim Nord;Neckarbisch Nord;Bft
RNHS;Neckarbischofsheim Stadt;Neckarbisch.St.;NE-Bf
RNIM;Nimburg (Baden);Nimburg (Baden);NE-Hp
RNK;Neunkirch;Neunkirch;Bf
RNM;Neckargemünd;Neckargemünd;Bf
RNS;Niederschopfheim;Niederschopfheim;Bf
RNSS;Neustadt (Schwarzw);Neustadt/Schwarz;Bf
RNZ;Mosbach-Neckarelz;Mosb-Neckarelz;Bf
RO;Offenburg;Offenburg;Bf
RO N;Offenburg nördl. Esig;Offenbg nördl Es;Bft
RO S;Offenburg Ülp südl Esig;Offenbg südl Es;Bft
ROA;Oberachern;Oberachern;NE-Bf
ROAB;Oberachern Bindfadenfabrik;Oberachern Bind.;NE-Hp
ROB;Oberkirch;Oberkirch;Bf
ROBL;Oberrotweil;Oberrotweil;NE-Bf
RODH;Odenheim;Odenheim;NE-Bf
RODW;Odenheim West;Odenheim West;NE-Hp
ROFH;Oftersheim;Oftersheim;Bft
ROG;Offenburg Gbf;Offenburg Gbf;Bf
ROG A;Offenburg Gbf Gr A;Offenburg Gbf A;Bft
ROG E;Offenburg Gbf Gr E;Offenburg Gbf E;Bft
ROGI;Obergimpern;Obergimpern;NE-Hp
ROH;Ötigheim;Ötigheim;Bf
ROHD;Oberharmersbach Dorf;Oberharmersb.D.;NE-Hp
ROHR;Oberharmersbach-Riersbach;Oberharmersb.R.;NE-Bf
ROK;Oberkrozingen;Oberkrozingen;NE-Hp
ROKS;Offenburg Kreisschulzentrum;Off Schulzentrum;Bft
ROOE;Oberöwisheim;Oberöwisheim;NE-Hp
ROP;Oppenau;Oppenau;Bf
RORW;Orschweier;Orschweier;Bf
RORWG;Orschweier Nord;Orschweier Nord;Bft
ROTT;Ottenhöfen;Ottenhöfen;NE-Bf
ROTW;Ottenhöfen West;Ottenhöfen West;NE-Hp
ROW;Ottersweier;Ottersweier;Bf
RPB;Philippsburg (Baden);Philippsbg (Bad);Bf
RRA;Rastatt;Rastatt;Bf
RRA T;Rastatt Tunnel Anschluss;Rastatt Tun Anst;Anst
RRAI;Rastatt Industrie-Stammgl;Ind-Stammgl Rast;Anst
RRAM;Rastatt Anst Daimler-Benz;Ra Daimler-Benz;Anst
RRAS;Rastatt-Süd;Rastatt-Süd;Abzw
RRAW;Schwenningen Rammelswiesen;Rammelswiesen;Awanst
RRBA;Reichenbach (b Ettlingen);Reichenbach/Ettl;NE-Bf
RRBK;Reichenbach Kurpark;Reichenb Kurpark;NE-Hp
RRD;Blumberg-Riedöschingen;Riedöschingen;NE-Hp
RRE;Mannheim Rennplatz;Rennplatz;Abzw
RRH;Rheinfelden (Baden);Rheinfelden (Bd);Bf
RRIE;Riehen;Riehen;Bf
RRIM;Rimbach;Rimbach;Bf
RRK;Ludwigshafen (Rhein) Rotes Kreuz;Rotes Kreuz;Abzw
RRL;Riegel-Malterdingen;Riegel;Bf
RRL N;Riegel-Malterdingen Nord;Riegel Nord;Bft
RRM;Rot-Malsch;Rot-Malsch;Bf
RROL;Bruchsal Rollenberg;Rollenberg;Abzw
RROP;Riegel am Kaiserstuhl Ort;Riegel a K Ort;NE-Bf
RRP;Riegel (VB End);Riegel NE;NE-Bf
RRUB;Rüppurr Battstraße;Battstraße;NE-Hp
RRUO;Rüppurr Ostendorfplatz;Ostendorfplatz;NE-Hp
RRUT;Rüppurr Tulpenstraße;Rüppurr Tulpenst;NE-Hp
RRW;Rheinweiler;Rheinweiler;Bf
RRW N;Rheinweiler Nord;Rheinweiler Nord;Bft
RRZ;Radolfzell;Radolfzell;Bf
RRZ G;Radolfzell Gbf;Radolfzell Gbf;Bft
RS;Schriesheim;Schriesheim;NE-Bf
RSAB;Waghäusel Saalbach;Saalbach;Abzw
RSAH;Buchen Sansenhecken;Sansenhecken;Awanst
RSAS;Sasbach am Kaiserstuhl;Sasbach a K;NE-Bf
RSCF;Schaffhausen PB;Schaffhausen PB;Bf
RSCFO;Schaffhausen W 203;Schaffhaus W 203;Bft
RSCFP;Schaffhausen W 119;Schaffhaus W 119;Bft
RSCFR;Schaffhausen GB;Schaffhausen GB;Bft
RSCFW;Schaffhausen West;Schaffh West;Bft
RSCH;Schopfheim;Schopfheim;Bf
RSCL;Schiltach;Schiltach;Bf
RSCM;Schiltach Mitte;Schiltach Mitte;Bft
RSCV;Schwenningen (Neckar);Schwenningen/Ne.;Bf
RSD;Schifferstadt;Schifferstadt;Bf
RSDG;Schifferstadt Gemeinde;Schifferst Gem;Awanst
RSDO;Sauldorf;Sauldorf;NE-Bf
RSE;Seckach;Seckach;Bf
RSEE;Seebrugg;Seebrugg;Bf
RSF;Stettfeld (Baden);Stettfeld(Baden);NE-Bf
RSG;Schliengen;Schliengen;Bf
RSG N;Schliengen Abzweig Rtb/NBS;Schliengen Nord;Bft
RSGB;Siegelsbach;Siegelsbach;NE-Bf
RSGO;St Georgen (Schwarzw);St Georgen/Schw.;Bf
RSHN;Stollhofen;Stollhofen;NE-Bf
RSI;Singen (Hohentwiel);Singen (Htw);Bf
RSLM;Salem;Salem;Bf
RSLP;Söllingen (b Rastatt);Söllingen(Rast);NE-Bf
RSLRA;Söllingen Reetzstraße AVG;Söll Reetz AVG;NE-Hp
RSLV;Söllingen AVG;Söllingen AVG;NE-Bf
RSLZ;Söllingen (b Karlsruhe) Abzw;Söllingen Abzw;Abzw
RSM;Sinsheim (Elsenz) Hbf;Sinsheim Hbf;Bf
RSMM;Sinsheim Museum/Arena;Sinsheim Museum;Bft
RSO;Sommerau (Schwarzw);Sommerau/Schwar.;Awanst
RSP;Speyer Hbf;Speyer Hbf;Bf
RSPG;Spielberg;Spielberg;NE-Hp
RSPH;Spöck Hochhaus;Spöck Hochhaus;NE-Hp
RSPR;Spöck Richard-Hecht-Schule;Spöck R-H-Schule;NE-Bf
RSRP;Karlsruhe Schloss Rüppurr;Schloss Rüppurr;NE-Hp
RSS;Steinsfurt;Steinsfurt;Bf
RST;Stahringen;Stahringen;Bf
RSTF;Staufen;Staufen;NE-Bf
RSTN;Steinen;Steinen;Bf
RSTS;Staufen Süd;Staufen Süd;NE-Hp
RSU;Schwackenreute;Schwackenreute;NE-Bf
RSZ;Schwetzingen;Schwetzingen;Bf
RSZH;Schwarzach (Baden);Schwarzach/Baden;NE-Bf
RT;Trasadingen;Trasadingen;Bft
RTG;Thayngen;Thayngen;Bf
RTIT;Titisee;Titisee;Bf
RTR;Triberg;Triberg;Bf
RUDM;Uhldingen-Mühlhofen;Uhldingen-Mühlh;Bf
RUEB;Überlingen Therme;Überlingen Therm;Bf
RUG;Untergimpern;Untergimpern;NE-Hp Anst
RUH;Unterharmersbach;Unterharmersbach;NE-Hp
RUM;Münstertal (Schwarzwald);Münstertal(Schw);NE-Bf
RUO;Ubstadt Ort;Ubstadt Ort;NE-Bf
RUOE;Unteröwisheim;Unteröwisheim;NE-Bf
RUOEL;Unteröwisheim Martin-Luther-Straße;Untöwishm L-Str;NE-Hp
RUOM;Ubstadt Ort Mülldeponie;Ubstadt Mülldepo;NE-Awanst
RUOS;Ubstadt Salzbrunnenstraße;Ubstadt Salzbr;NE-Hp
RUOU;Ubstadt Uhlandstraße;Ubstadt Uhland;NE-Hp
RUWA;Ubstadt-Weiher (Abzw);Ubstadt-W Abzw;Abzw
RVIN;Viernheim Oberrhein Eisenbahn;Viernh.Oberrh.E.;NE-Bf
RVL;Villingen (Schwarzw);Villingen(Schww);Bf
RVLD;Villingen (Schwarzw) Dietrich;Dietrich;Awanst
RW;Weil am Rhein;Weil am Rhein;Bf
RWA;Waldkirch;Waldkirch;Bf
RWAE;Windschläg;Windschläg;Abzw
RWB;Waibstadt;Waibstadt;Bf
RWD;Weidenthal;Weidenthal;Bf
RWDG;Weidenthal Glatz II;Glatz II (Weid);Awanst
RWDN;Walldürn;Walldürn;Bf
RWE;Weinheim (Bergstr) Hbf;Weinheim Hbf;Bf
RWEL;Welschingen-Neuhausen;Welschingen-Neuh;Bf
RWEN;Weinheim Oberrhein Eisenb;Weinh.Oberrh.Ei.;NE-Bf
RWG;Waghäusel;Waghäusel;Bf
RWGT;Weingarten (Baden);Weingarten (Ba);Bf
RWIN;Wilchingen-Hallau;Wilching-Hallau;Bf
RWND;Winden (Pfalz);Winden (Pfalz);Bf
